1.813,0.56
1.811,0.562
1.812,0.562
1.812,0.562
1.812,0.562
1.814,0.561
1.813,0.562
1.815,0.558
1.816,0.558
1.816,0.558
1.816,0.558
1.814,0.561
1.814,0.558
1.816,0.553
1.829,0.526
1.853,0.476
1.889,0.403
1.935,0.309
1.983,0.212
2.032,0.116
2.077,0.031
2.118,-0.044
2.157,-0.118
2.21,-0.215
2.269,-0.325
2.325,-0.442
2.389,-0.566
2.44,-0.669
2.488,-0.772
2.542,-0.88
2.59,-0.984
2.634,-1.087
2.678,-1.19
2.745,-1.347
2.809,-1.504
2.873,-1.663
2.935,-1.819
2.973,-1.921
3.012,-2.021
3.052,-2.118
3.094,-2.216
3.136,-2.314
3.177,-2.413
4.361,-1.193
4.825,-2.018
4.892,-2.163
4.957,-2.302
4.957,-2.302
3.52,-3.167
3.555,-3.252
3.593,-3.343
3.628,-3.436
3.667,-3.532
3.708,-3.631
3.732,-3.717
3.732,-3.717
4.2,-2.513
4.277,-2.634
4.375,-2.758
4.375,-2.758
4.195,-4.356
4.288,-4.411
4.391,-4.457
4.504,-4.494
4.618,-4.514
4.73,-4.516
4.885,-4.483
5.041,-4.436
5.211,-4.388
5.372,-4.341
5.488,-4.313
5.593,-4.279
5.685,-4.23
5.779,-4.174
5.877,-4.108
5.98,-4.035
6.079,-3.958
6.079,-3.958
6.279,-1.959
6.335,-1.888
6.419,-1.808
6.419,-1.808
6.592,-3.499
6.722,-3.433
6.827,-3.391
6.937,-3.357
7.049,-3.329
7.161,-3.298
6.517,-2.927
6.667,-2.89
6.831,-2.845
6.995,-2.797
7.913,-3.084
8.032,-3.029
8.136,-2.978
8.237,-2.921
8.338,-2.867
8.436,-2.814
8.042,-2.54
8.139,-2.49
8.139,-2.49
8.345,-0.957
8.942,-1.135
9.05,-1.097
9.05,-1.097
9.27,-2.465
9.383,-2.434
9.495,-2.404
9.633,-2.363
9.73,-2.353
9.73,-2.353
9.357,-0.401
9.508,-0.319
9.7,-0.2
9.7,-0.2
10.658,-1.886
10.773,-1.842
10.887,-1.799
10.969,-1.708
11.053,-1.68
11.053,-1.68
9.451,-0.7
9.59,-0.598
9.714,-0.461
9.714,-0.461
11.659,-1.048
11.681,-0.975
11.688,-0.859
11.68,-0.746
11.667,-0.642
11.667,-0.642
9.604,1.478
9.583,1.647
9.555,1.815
9.555,1.815
9.555,1.815
11.425,0.33
11.351,0.422
11.281,0.503
11.208,0.598
11.117,0.68
10.981,0.708
10.92,0.843
10.863,0.976
10.838,1.116
10.871,1.311
10.832,1.409
10.797,1.494
10.754,1.591
10.709,1.692
10.659,1.798
10.607,1.911
10.607,1.911
9.214,2.736
9.162,2.854
9.148,2.908
9.148,2.908
10.313,2.571
10.244,2.697
10.141,2.878
10.088,2.978
10.032,3.081
9.981,3.179
9.891,3.265
9.766,3.384
9.655,3.498
9.536,3.533
9.432,3.635
9.35,3.685
9.247,3.723
9.136,3.823
9.032,3.859
8.924,3.889
8.814,3.909
8.63,3.852
8.473,3.818
8.322,3.768
8.176,3.7
8.113,3.685
8.028,3.62
7.941,3.554
7.855,3.493
7.768,3.427
7.682,3.36
7.594,3.289
7.521,3.145
7.419,3.015
7.385,2.855
7.383,2.686
7.394,2.581
7.463,2.458
7.5,2.355
7.538,2.248
7.579,2.141
7.631,2.036
7.689,1.934
7.768,1.816
7.846,1.695
7.921,1.574
7.993,1.451
8.05,1.349
8.112,1.248
8.173,1.143
8.231,1.04
8.289,0.935
8.344,0.832
8.388,0.732
8.454,0.596
8.52,0.46
8.582,0.325
8.653,0.188
8.699,0.086
8.743,-0.017
8.793,-0.121
8.842,-0.223
8.888,-0.325
8.923,-0.422
8.943,-0.523
8.945,-0.627
8.92,-0.763
8.875,-0.893
8.82,-1.013
8.749,-1.129
8.677,-1.199
8.6,-1.268
8.511,-1.339
8.422,-1.406
8.333,-1.481
8.245,-1.557
8.154,-1.625
7.233,-2.2
7.233,-2.2
5.344,-3.337
5.344,-3.337
4.238,-3.961
4.238,-3.961
4.238,-3.961
4.238,-3.961
4.238,-3.961
6.81,-2.2
6.682,-2.331
6.555,-2.384
6.426,-2.428
6.295,-2.458
6.184,-2.392
6.073,-2.389
5.964,-2.374
5.862,-2.351
5.77,-2.31
5.689,-2.263
5.628,-2.22
5.626,-1.176
5.565,-1.096
5.515,-1.003
5.462,-0.888
5.359,-1.759
5.317,-1.658
5.259,-1.557
5.202,-1.462
5.146,-1.364
5.099,-1.264
5.058,-1.163
4.962,-0.955
4.888,-0.785
4.819,-0.618
4.745,-0.448
4.68,-0.273
4.63,-0.165
4.585,-0.057
4.539,0.046
4.493,0.152
4.446,0.256
4.365,0.406
4.29,0.56
4.214,0.712
4.14,0.865
4.094,0.968
4.033,1.063
3.963,1.15
3.881,1.226
3.791,1.288
3.691,1.34
3.523,1.377
3.352,1.394
3.176,1.4
3.001,1.391
2.884,1.373
2.769,1.35
2.656,1.315
2.55,1.263
2.453,1.198
2.364,1.124
2.266,0.977
2.182,0.823
